Month,SIC,Value,Metric,Seasonal Adjustment,Variable,Estimate,Unit,Marker
2012-11,p,3810.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2012-12,p,4010.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-01,p,3920.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-02,p,3690.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-03,p,4000.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-04,p,3830.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-05,p,3880.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-06,p,4000.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-07,p,3810.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-08,p,4000.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-09,p,3940.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-10,p,4030.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-11,p,3950.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2013-12,p,4130.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-01,p,4000.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-02,p,4130.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-03,p,4220.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-04,p,4010.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-05,p,4210.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-06,p,4270.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-07,p,4100.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-08,p,4170.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-09,p,4310.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-10,p,4230.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-11,p,4110.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2014-12,p,4550.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-01,p,4390.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-02,p,4420.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-03,p,4360.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-04,p,4400.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-05,p,4280.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-06,p,4450.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-07,p,4450.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-08,p,4130.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-09,p,4640.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-10,p,4510.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-11,p,4550.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2015-12,p,4620.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-01,p,4420.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-02,p,4570.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-03,p,4540.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-04,p,4860.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-05,p,4280.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-06,p,4770.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-07,p,4870.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-08,p,4830.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-09,p,4870.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-10,p,5800.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-11,p,5940.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2016-12,p,5410.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-01,p,5260.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-02,p,5330.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-03,p,6870.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-04,p,6230.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-05,p,4680.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-06,p,4750.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-07,p,4840.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-08,p,4720.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-09,p,4580.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-10,p,4650.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-11,p,4700.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2017-12,p,4560.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-01,p,4660.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-02,p,4670.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-03,p,4760.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-04,p,4700.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-05,p,4720.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-06,p,4620.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-07,p,4720.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-08,p,4730.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-09,p,4610.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-10,p,4720.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-11,p,4750.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2018-12,p,4680.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-01,p,4820.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-02,p,4680.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-03,p,4690.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-04,p,4520.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-05,p,4760.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-06,p,4610.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-07,p,4550.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-08,p,4750.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-09,p,4440.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-10,p,4700.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-11,p,4670.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2019-12,p,4510.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-01,p,4600.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-02,p,4750.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-03,p,4190.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-04,p,4320.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-05,p,4360.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-06,p,4260.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-07,p,4020.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-08,p,3990.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-09,p,4250.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-10,p,4270.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-11,p,4300.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2020-12,p,4440.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-01,p,4250.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-02,p,4310.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-03,p,4200.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-04,p,4230.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-05,p,4100.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-06,p,4330.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-07,p,4290.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-08,p,4250.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-09,p,4430.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-10,p,4200.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-11,p,4210.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2021-12,p,4270.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-01,p,4290.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-02,p,4500.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-03,p,4440.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-04,p,4490.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-05,p,4620.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-06,p,4310.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-07,p,4490.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-08,p,4540.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-09,p,4440.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-10,p,4550.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-11,p,4560.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2022-12,p,4450.0,record-type-tax-due,sa,number-of-reporters-of-this-record-type,m1,number,
2007-01,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-02,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-03,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-04,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-05,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-06,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-07,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-08,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-09,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-10,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-11,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2007-12,p,,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,data-unavailable
2008-01,p,4480.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-02,p,4130.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-03,p,3370.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-04,p,3460.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-05,p,3680.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-06,p,4070.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-07,p,3540.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-08,p,3810.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-09,p,4000.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-10,p,3730.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-11,p,4050.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2008-12,p,3820.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-01,p,3620.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-02,p,3640.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-03,p,3830.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-04,p,3690.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-05,p,3930.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-06,p,3670.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-07,p,4360.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-08,p,3390.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-09,p,3660.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-10,p,3870.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-11,p,4120.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2009-12,p,3700.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-01,p,3690.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-02,p,4160.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-03,p,3920.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-04,p,4240.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-05,p,4020.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-06,p,3760.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-07,p,4600.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-08,p,3890.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-09,p,3510.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-10,p,4290.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-11,p,4410.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2010-12,p,3450.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-01,p,4640.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-02,p,3910.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-03,p,3650.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-04,p,3970.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-05,p,4580.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-06,p,3480.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-07,p,4570.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-08,p,4080.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-09,p,3620.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-10,p,4530.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-11,p,3850.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2011-12,p,3340.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-01,p,4440.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-02,p,3820.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-03,p,3450.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-04,p,4190.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-05,p,4060.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-06,p,3290.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-07,p,4440.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-08,p,3640.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-09,p,3310.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-10,p,4440.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-11,p,3850.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2012-12,p,3580.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-01,p,4300.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-02,p,3630.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-03,p,3560.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-04,p,4160.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-05,p,4050.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-06,p,3410.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-07,p,4570.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-08,p,3690.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-09,p,3610.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-10,p,4500.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-11,p,3890.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2013-12,p,3880.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-01,p,4320.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-02,p,4070.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-03,p,3850.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-04,p,4220.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-05,p,4260.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-06,p,3870.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-07,p,4700.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-08,p,3870.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-09,p,4040.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-10,p,4670.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-11,p,3980.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2014-12,p,4300.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-01,p,4570.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-02,p,4380.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-03,p,4220.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-04,p,4480.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-05,p,4350.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-06,p,4150.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-07,p,4990.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-08,p,3960.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-09,p,4190.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-10,p,4810.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-11,p,4730.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2015-12,p,4170.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-01,p,4610.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-02,p,4860.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-03,p,4260.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-04,p,4840.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-05,p,4740.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-06,p,4160.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-07,p,5260.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-08,p,4990.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-09,p,4260.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-10,p,6340.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-11,p,6210.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2016-12,p,4620.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-01,p,5950.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-02,p,5360.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-03,p,6330.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-04,p,6080.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-05,p,5250.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-06,p,4150.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-07,p,5340.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-08,p,4690.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-09,p,3890.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-10,p,5390.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-11,p,4770.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2017-12,p,3870.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-01,p,5320.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-02,p,4740.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-03,p,4220.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-04,p,4900.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-05,p,5090.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-06,p,3920.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-07,p,5530.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-08,p,4640.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-09,p,3830.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-10,p,5530.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-11,p,4880.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2018-12,p,4020.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-01,p,5270.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-02,p,4790.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-03,p,4150.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-04,p,4880.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-05,p,5090.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-06,p,3820.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-07,p,5380.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-08,p,4510.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-09,p,3920.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-10,p,5280.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-11,p,4710.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2019-12,p,4080.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-01,p,4960.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-02,p,4880.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-03,p,4020.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-04,p,4360.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-05,p,4510.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-06,p,3880.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-07,p,4480.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-08,p,3890.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-09,p,3740.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-10,p,4560.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-11,p,4580.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2020-12,p,3860.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-01,p,4430.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-02,p,4450.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-03,p,4070.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-04,p,4280.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-05,p,4370.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-06,p,3810.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-07,p,4600.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-08,p,4400.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
2021-09,p,3750.0,record-type-tax-due,nsa,number-of-reporters-of-this-record-type,m1,number,
